,game_id,season,date,away_team,away_score,home_team,home_score,result,a_eFGp,a_FTr,a_ORBp,a_TOVp,h_eFGp,h_FTr,h_ORBp,h_TOVp
50,131411050051,1314,2013-11-05,MIA,104,TOR,95,0,0.5799319727891157,0.2687074829931973,0.17,0.16658500734933857,0.47023809523809523,0.19047619047619047,0.344,0.13897280966767372
51,131411050052,1314,2013-11-05,UTA,88,BRK,104,1,0.4428571428571428,0.236734693877551,0.32366666666666666,0.16816143497757846,0.46234309623430964,0.2510460251046025,0.2146666666666667,0.14136717768283488
52,131411050053,1314,2013-11-05,IND,99,DET,91,0,0.5022935779816513,0.28440366972477066,0.23266666666666666,0.1805985552115583,0.5102880658436214,0.24691358024691357,0.32800000000000007,0.17117223468303625
53,131411050054,1314,2013-11-05,CHA,102,NYK,97,0,0.4156378600823045,0.22633744855967078,0.21866666666666665,0.11020151133501258,0.4776422764227642,0.14634146341463414,0.25233333333333335,0.16647820077899234
54,131411050055,1314,2013-11-05,PHO,104,NOP,98,0,0.47967479674796754,0.2073170731707317,0.30033333333333334,0.1645538761579717,0.4444444444444445,0.24206349206349204,0.2863333333333334,0.1337386018237082
55,131411050056,1314,2013-11-05,LAL,104,DAL,123,1,0.4660056657223796,0.20113314447592068,0.21350000000000002,0.13167134831460675,0.49610894941634237,0.3073929961089494,0.26266666666666666,0.13089005235602094
56,131411050057,1314,2013-11-05,SAS,102,DEN,94,0,0.5151515151515151,0.09469696969696971,0.207,0.1219817340172651,0.4241573033707865,0.19662921348314608,0.275,0.09890307498651321
57,131411050058,1314,2013-11-05,HOU,116,POR,101,0,0.5469798657718121,0.3523489932885906,0.31675,0.16654498996167183,0.5169811320754717,0.169811320754717,0.2603333333333333,0.11025358324145536
58,131411050059,1314,2013-11-05,ATL,105,SAC,100,0,0.5205761316872428,0.2510288065843621,0.15966666666666668,0.1263560157790927,0.4412955465587045,0.24291497975708504,0.26566666666666666,0.11607478981051578
59,131411060060,1314,2013-11-06,TOR,90,CHA,92,1,0.470679012345679,0.23148148148148148,0.33725,0.14103394062702304,0.4299363057324841,0.28343949044585987,0.26925000000000004,0.1328423603989932
60,131411060061,1314,2013-11-06,CHI,80,IND,97,1,0.45436507936507936,0.20634920634920634,0.30633333333333335,0.16224011537074873,0.5223367697594502,0.2611683848797251,0.20475000000000002,0.17996108949416342
61,131411060062,1314,2013-11-06,LAC,90,ORL,98,1,0.5692771084337349,0.29518072289156627,0.28425,0.13099467140319718,0.5184659090909091,0.1534090909090909,0.2535,0.14981933550718252
62,131411060063,1314,2013-11-06,WAS,116,PHI,102,0,0.4940944881889763,0.1811023622047244,0.3306666666666666,0.15792610250297973,0.514367816091954,0.1781609195402299,0.23925000000000002,0.16346898391121054
63,131411060064,1314,2013-11-06,UTA,87,BOS,97,1,0.4327217125382263,0.24464831804281345,0.34375,0.16954377311960542,0.48426573426573427,0.25524475524475526,0.24200000000000002,0.1937794348508634
64,131411060065,1314,2013-11-06,NOP,99,MEM,84,0,0.456973293768546,0.22255192878338279,0.26225000000000004,0.1309261300992282,0.49244712990936557,0.22054380664652568,0.25475000000000003,0.15649097341921436
65,131411060066,1314,2013-11-06,CLE,104,MIL,109,1,0.4270833333333333,0.18452380952380953,0.2525,0.15259178281862076,0.47314049586776863,0.20247933884297517,0.20333333333333334,0.13731000127730233
66,131411060067,1314,2013-11-06,GSW,106,MIN,93,0,0.5833333333333334,0.19090909090909092,0.21049999999999996,0.17644956669346912,0.45571428571428574,0.2914285714285714,0.24100000000000002,0.12479559342456321
67,131411060068,1314,2013-11-06,PHO,96,SAS,99,1,0.5030864197530864,0.2006172839506173,0.27,0.16015226070002783,0.5085714285714286,0.12285714285714286,0.20175,0.1277524853665335
68,131411060069,1314,2013-11-06,DAL,93,OKC,107,1,0.5213675213675214,0.25925925925925924,0.2665,0.1250109658741995,0.4247967479674797,0.30894308943089427,0.25233333333333335,0.14663634187215704
69,131411070070,1314,2013-11-07,LAC,97,MIA,102,1,0.5304449648711944,0.2646370023419204,0.2782,0.12684095553519836,0.5742705570291776,0.24137931034482757,0.18999999999999997,0.15540168384609332
70,131411070071,1314,2013-11-07,ATL,107,DEN,109,1,0.5231481481481481,0.24691358024691357,0.179,0.12763389956372412,0.4406130268199234,0.19157088122605365,0.2646666666666667,0.13085891030216512
71,131411070072,1314,2013-11-07,LAL,99,HOU,98,0,0.4750566893424036,0.1927437641723356,0.20759999999999998,0.13063126677023018,0.5549597855227884,0.3565683646112601,0.32239999999999996,0.16962136134821623
72,131411080073,1314,2013-11-08,NYK,101,CHA,91,0,0.4771341463414634,0.1676829268292683,0.24900000000000003,0.15784018092725216,0.4457364341085271,0.27390180878552967,0.2694,0.12421648066044946
73,131411080074,1314,2013-11-08,TOR,84,IND,91,1,0.4739454094292805,0.21836228287841195,0.32760000000000006,0.13770467064060968,0.5079575596816975,0.2493368700265252,0.23779999999999998,0.16908769502728463
74,131411080075,1314,2013-11-08,BOS,91,ORL,89,0,0.48533333333333334,0.22133333333333335,0.24239999999999998,0.17993963315532857,0.5184331797235023,0.1543778801843318,0.2354,0.14864961673472313
75,131411080076,1314,2013-11-08,CLE,79,PHI,94,1,0.44536817102137766,0.1852731591448931,0.25660000000000005,0.1400250571154838,0.5127610208816705,0.18561484918793503,0.245,0.16570008285004142
76,131411080077,1314,2013-11-08,BRK,108,WAS,112,1,0.4810725552050473,0.25236593059936907,0.23149999999999998,0.14104372355430184,0.5042613636363636,0.16477272727272727,0.299,0.14170578336728368
77,131411080078,1314,2013-11-08,OKC,119,DET,110,0,0.46153846153846156,0.28307692307692306,0.26075,0.16133369185264856,0.48333333333333334,0.24242424242424243,0.30625,0.15970188980569602
78,131411080079,1314,2013-11-08,UTA,73,CHI,97,1,0.4398034398034397,0.226044226044226,0.32619999999999993,0.17257329917449474,0.44,0.23076923076923078,0.28950000000000004,0.16332351858667646
79,131411080080,1314,2013-11-08,DAL,108,MIN,116,1,0.5126146788990825,0.23623853211009174,0.262,0.1372949376892206,0.44431818181818183,0.27954545454545454,0.2328,0.13148009015777612
80,131411080081,1314,2013-11-08,LAL,85,NOP,96,1,0.475609756097561,0.1801125703564728,0.2171666666666667,0.14221861032100774,0.46746987951807234,0.22650602409638554,0.284,0.13069454817027631
81,131411080082,1314,2013-11-08,GSW,74,SAS,76,1,0.5760869565217391,0.18599033816425123,0.2146,0.17808804673030346,0.5103448275862069,0.12413793103448277,0.1886,0.12870252928448855
82,131411080083,1314,2013-11-08,DEN,103,PHO,114,1,0.47262247838616717,0.17579250720461095,0.25675,0.13461365879924617,0.5097799511002444,0.17114914425427874,0.24240000000000003,0.16177017478616584
83,131411080084,1314,2013-11-08,SAC,91,POR,104,1,0.45565749235474007,0.24464831804281345,0.26675,0.12910798122065728,0.5056818181818182,0.18181818181818182,0.2525,0.11356409557554284
84,131411090085,1314,2013-11-09,UTA,91,TOR,115,1,0.4217479674796748,0.21951219512195122,0.3243333333333333,0.1688688748000237,0.4669421487603305,0.21074380165289255,0.32983333333333326,0.1389854065323141
85,131411090086,1314,2013-11-09,ORL,94,ATL,104,1,0.5029013539651838,0.16634429400386846,0.2528333333333333,0.15279178781225894,0.5179425837320574,0.22248803827751198,0.1974,0.12126111560226355
86,131411090087,1314,2013-11-09,IND,96,BRK,91,0,0.5065934065934067,0.23516483516483516,0.23983333333333334,0.1660005157297576,0.4851851851851852,0.24691358024691357,0.24020000000000002,0.14803713721763287
87,131411090088,1314,2013-11-09,PHI,125,CLE,127,1,0.5135922330097088,0.16893203883495148,0.25816666666666666,0.16512742576572365,0.4344422700587084,0.17221135029354206,0.2705,0.13651981838262364
88,131411090089,1314,2013-11-09,BOS,111,MIA,110,0,0.46170212765957447,0.22127659574468084,0.25566666666666665,0.16396544113010028,0.5736607142857143,0.25,0.1943333333333333,0.15576834787171248
89,131411090090,1314,2013-11-09,LAC,107,HOU,94,0,0.5330000000000001,0.26,0.2801666666666667,0.13345729366602688,0.5322222222222223,0.3688888888888889,0.30033333333333334,0.16537374466293822
90,131411090091,1314,2013-11-09,GSW,90,MEM,108,1,0.5597938144329897,0.1752577319587629,0.2058333333333333,0.181424563971216,0.49502487562189057,0.21144278606965172,0.24619999999999997,0.1622892105655872
91,131411090092,1314,2013-11-09,DAL,91,MIL,83,0,0.518060836501901,0.21482889733840302,0.2738333333333334,0.13935340022296544,0.5,0.23248407643312102,0.215,0.1388212372138334
92,131411090093,1314,2013-11-09,POR,96,SAC,85,0,0.5138888888888888,0.18518518518518517,0.2668,0.12289068231841525,0.45520581113801456,0.22518159806295404,0.24980000000000002,0.12462235649546827
93,131411100094,1314,2013-11-10,SAS,120,NYK,89,0,0.4970817120622568,0.122568093385214,0.19383333333333333,0.12755102040816327,0.4892344497607656,0.14354066985645933,0.25499999999999995,0.14893296131513462
94,131411100095,1314,2013-11-10,WAS,105,OKC,106,1,0.5079545454545454,0.17727272727272728,0.269,0.14107356986668548,0.4668304668304668,0.3218673218673218,0.28759999999999997,0.15161244292237444
95,131411100096,1314,2013-11-10,NOP,94,PHO,101,1,0.4651394422310756,0.22111553784860558,0.27566666666666667,0.12182170300493533,0.5142276422764228,0.19308943089430894,0.24666666666666667,0.1633887124358661
96,131411100097,1314,2013-11-10,MIN,113,LAL,90,0,0.4546313799621928,0.2816635160680529,0.2575,0.12965918157984724,0.46900489396411094,0.18433931484502447,0.21971428571428572,0.14096561445904446
97,131411110098,1314,2013-11-11,ATL,103,CHA,94,0,0.5167322834645669,0.20669291338582677,0.19883333333333336,0.11930983847283406,0.4438444924406047,0.2829373650107991,0.27216666666666667,0.12610139190397138
98,131411110099,1314,2013-11-11,MEM,79,IND,95,1,0.5062370062370062,0.2162162162162162,0.24683333333333335,0.1604161475205582,0.5065420560747663,0.22803738317757008,0.24300000000000002,0.16060253641247163
99,131411110100,1314,2013-11-11,SAS,109,PHI,85,0,0.5127118644067796,0.15084745762711863,0.20514285714285715,0.1275025771797515,0.5162866449511401,0.17426710097719872,0.2498571428571429,0.1624735365073113
100,131411110101,1314,2013-11-11,ORL,105,BOS,120,1,0.5041736227045075,0.16026711185308848,0.24814285714285714,0.15364129878111238,0.47942754919499103,0.20214669051878353,0.26042857142857145,0.15663821972561306
101,131411110102,1314,2013-11-11,CLE,81,CHI,96,1,0.44779771615008157,0.17944535073409462,0.27271428571428574,0.13636131926390377,0.45969773299748107,0.23425692695214106,0.2964,0.16923305809715092
102,131411110103,1314,2013-11-11,TOR,104,HOU,110,1,0.4779541446208113,0.2239858906525573,0.3315714285714286,0.13496733790422719,0.5265151515151515,0.34659090909090906,0.29314285714285715,0.16558004760426367
103,131411110104,1314,2013-11-11,DEN,100,UTA,81,0,0.47775175644028106,0.19672131147540983,0.2372,0.14335889900365564,0.42706502636203864,0.22495606326889275,0.32199999999999995,0.16481252575195715
104,131411110105,1314,2013-11-11,DET,103,POR,109,1,0.48456057007125886,0.23990498812351543,0.3078,0.14998588368153584,0.5107003891050583,0.18482490272373542,0.29433333333333334,0.12174824312661815
105,131411110106,1314,2013-11-11,MIN,107,LAC,109,1,0.46768982229402256,0.2649434571890145,0.2615714285714286,0.13638577691183634,0.532312925170068,0.2448979591836735,0.28571428571428564,0.13110539845758354
106,131411120107,1314,2013-11-12,MIL,95,MIA,118,1,0.48987341772151904,0.21012658227848102,0.21979999999999997,0.14846521672065402,0.5789980732177264,0.26011560693641617,0.18442857142857144,0.14875892553553213
107,131411120108,1314,2013-11-12,WAS,95,DAL,105,1,0.5104166666666666,0.17234848484848483,0.24799999999999997,0.1355892236043153,0.5107615894039735,0.21854304635761587,0.2745714285714286,0.1446773947916138
108,131411120109,1314,2013-11-12,DET,95,GSW,113,1,0.4833984375,0.228515625,0.31766666666666665,0.13778594287068865,0.5497335701598579,0.1758436944937833,0.20500000000000002,0.17839340993756228
109,131411120110,1314,2013-11-12,NOP,95,LAL,116,1,0.4652542372881356,0.20847457627118646,0.28171428571428575,0.12416555407209612,0.4645390070921986,0.17446808510638298,0.22737500000000002,0.14247512165183462
110,131411130111,1314,2013-11-13,MIL,91,ORL,94,1,0.489451476793249,0.2130801687763713,0.21416666666666667,0.15202918960440406,0.5036549707602339,0.1695906432748538,0.25875,0.154334794667621
111,131411130112,1314,2013-11-13,HOU,117,PHI,123,1,0.5204248366013072,0.3464052287581699,0.293375,0.16764366284749976,0.5079022988505747,0.17097701149425287,0.246125,0.16039629888268156
112,131411130113,1314,2013-11-13,CHA,89,BOS,83,0,0.443014705882353,0.2830882352941177,0.265,0.1266615820440183,0.49922360248447206,0.1956521739130435,0.26012500000000005,0.1526338208149936
113,131411130114,1314,2013-11-13,NYK,95,ATL,91,0,0.47700000000000004,0.162,0.24183333333333337,0.14011335012594459,0.5179794520547946,0.2191780821917808,0.19428571428571428,0.12051703130794088
114,131411130115,1314,2013-11-13,TOR,103,MEM,87,0,0.45961820851688695,0.21585903083700442,0.32799999999999996,0.1284382814275972,0.49730215827338126,0.210431654676259,0.23485714285714288,0.1536495159360383
115,131411130116,1314,2013-11-13,CLE,95,MIN,124,1,0.4476744186046512,0.18023255813953487,0.27475,0.14100712932045845,0.46853146853146854,0.2517482517482518,0.266625,0.13232030049513402
116,131411130117,1314,2013-11-13,WAS,79,SAS,92,1,0.5091210613598675,0.18407960199004977,0.25,0.14135085574572126,0.5198821796759941,0.14285714285714285,0.21387500000000004,0.12572946814062722
117,131411130118,1314,2013-11-13,LAL,99,DEN,111,1,0.4808673469387755,0.17857142857142858,0.2343333333333333,0.14612427428212774,0.4783037475345167,0.21104536489151873,0.25316666666666665,0.14158332329196288
118,131411130119,1314,2013-11-13,NOP,105,UTA,111,1,0.4599406528189911,0.21810089020771514,0.26775,0.12318133221772881,0.4264705882352941,0.22291021671826625,0.30524999999999997,0.1617754283631061
119,131411130120,1314,2013-11-13,PHO,89,POR,90,1,0.5166666666666666,0.1982456140350877,0.24800000000000003,0.15984147952443856,0.5201342281879194,0.18288590604026847,0.3024285714285715,0.12492026366149266
120,131411130121,1314,2013-11-13,BRK,86,SAC,107,1,0.48960498960498955,0.23492723492723488,0.23083333333333333,0.14879107253564786,0.45926680244399193,0.20977596741344198,0.24066666666666667,0.12184173400025651
121,131411130122,1314,2013-11-13,OKC,103,LAC,111,1,0.468937875751503,0.2985971943887775,0.293,0.15015015015015015,0.5374251497005988,0.2410179640718563,0.27137500000000003,0.13117423557083407
122,131411140123,1314,2013-11-14,HOU,109,NYK,106,0,0.521186440677966,0.3220338983050847,0.29088888888888886,0.16557581424341594,0.47874149659863946,0.15306122448979592,0.23157142857142862,0.12569679746420373
123,131411140124,1314,2013-11-14,OKC,115,GSW,116,1,0.4738675958188154,0.30662020905923343,0.2797142857142857,0.1567953062566385,0.5616113744075829,0.1895734597156398,0.22399999999999998,0.18343331795108445
124,131411150125,1314,2013-11-15,MIL,77,IND,104,1,0.48813868613138683,0.22080291970802918,0.2091428571428571,0.15552741686853114,0.5090016366612111,0.22422258592471359,0.24575000000000002,0.157470703125
125,131411150126,1314,2013-11-15,CHI,96,TOR,80,0,0.4552083333333334,0.24375,0.30383333333333334,0.15859195223583558,0.46524064171123,0.24064171122994651,0.31788888888888894,0.1289715034392401
126,131411150127,1314,2013-11-15,PHI,103,ATL,113,1,0.5031289111389237,0.18147684605757197,0.25077777777777777,0.15275337966852517,0.5143721633888049,0.2178517397881997,0.197,0.12378550074738415
127,131411150128,1314,2013-11-15,POR,109,BOS,96,0,0.5117647058823529,0.18088235294117647,0.30350000000000005,0.1275214467887781,0.4909847434119278,0.19972260748959778,0.25433333333333336,0.15187310158623019
128,131411150129,1314,2013-11-15,CHA,86,CLE,80,0,0.4353035143769968,0.28753993610223644,0.26375,0.1237447051544429,0.4470967741935484,0.1832258064516129,0.266,0.13685947751881816
129,131411150130,1314,2013-11-15,DAL,104,MIA,110,1,0.5152616279069767,0.21075581395348839,0.2715,0.14408256265916097,0.5894648829431438,0.2491638795986622,0.1815,0.14596734289955468
130,131411150131,1314,2013-11-15,MIN,113,DEN,117,1,0.48368883312421573,0.2547051442910916,0.2624444444444445,0.12793874331447921,0.47034596375617793,0.21746293245469525,0.2767142857142857,0.12940877949758944
131,131411150132,1314,2013-11-15,BRK,100,PHO,98,0,0.47602131438721135,0.23801065719360567,0.2275714285714286,0.14719923615531508,0.5091463414634146,0.1875,0.243625,0.15648182492581603
132,131411150133,1314,2013-11-15,SAS,91,UTA,82,0,0.5238095238095238,0.13624338624338625,0.20511111111111113,0.1307675951520306,0.44150417827298055,0.23955431754874654,0.31333333333333335,0.16499311685156692
133,131411150134,1314,2013-11-15,MEM,89,LAL,86,0,0.49294670846394983,0.2006269592476489,0.24075000000000005,0.15440896997339415,0.47608200455580874,0.1788154897494305,0.24610000000000004,0.1430929138282183
134,131411150135,1314,2013-11-15,DET,97,SAC,90,0,0.4774624373956594,0.22537562604340566,0.319,0.13361498523872545,0.46239316239316236,0.20512820512820512,0.23800000000000002,0.11173488853763558
135,131411160136,1314,2013-11-16,MIA,97,CHA,81,0,0.5877976190476191,0.2589285714285714,0.17522222222222225,0.14699429574374726,0.4369688385269122,0.2747875354107649,0.26411111111111113,0.12695188523549578
136,131411160137,1314,2013-11-16,DAL,108,ORL,100,0,0.5216535433070867,0.21391076115485563,0.2598888888888889,0.15260932014044046,0.5013054830287206,0.17101827676240208,0.2621111111111111,0.1529388244702119
137,131411160138,1314,2013-11-16,CLE,103,WAS,96,0,0.44555035128805615,0.18032786885245902,0.26159999999999994,0.13787436084733382,0.4935158501440922,0.17146974063400577,0.2465,0.13481328360221093
138,131411160139,1314,2013-11-16,ATL,110,NYK,90,0,0.5175202156334232,0.22776280323450135,0.19366666666666665,0.1252639860863804,0.4792592592592593,0.16592592592592592,0.232375,0.12026673017385092
139,131411160140,1314,2013-11-16,IND,94,CHI,110,1,0.5123188405797101,0.2260869565217391,0.2496666666666667,0.1542740428490722,0.4607142857142857,0.23928571428571427,0.297,0.15672721427423245
140,131411160141,1314,2013-11-16,DEN,111,HOU,122,1,0.4772727272727273,0.21022727272727273,0.281,0.12865059817030258,0.5212628865979382,0.34278350515463923,0.2915,0.1631089993617474
141,131411160142,1314,2013-11-16,BOS,88,MIN,106,1,0.49189526184538657,0.19825436408977556,0.2382,0.1510660129973777,0.4876543209876543,0.24466891133557803,0.2618,0.12867901063976786
142,131411160143,1314,2013-11-16,PHI,98,NOP,135,1,0.5022598870056497,0.18418079096045198,0.24530000000000002,0.1517817103039084,0.4670619235836628,0.2147562582345191,0.2677777777777778,0.12302030351900095
143,131411160144,1314,2013-11-16,OKC,92,MIL,79,0,0.48547400611620795,0.3058103975535168,0.29112499999999997,0.15850846856433448,0.4740566037735849,0.20440251572327045,0.223875,0.15340364333652926
144,131411160145,1314,2013-11-16,UTA,88,GSW,102,1,0.43819530284301605,0.22126081582200244,0.31279999999999997,0.1642826023816439,0.5605226960110041,0.1815680880330124,0.2218888888888889,0.17043821101482606
145,131411160146,1314,2013-11-16,BRK,103,LAC,110,1,0.4723076923076923,0.24,0.236375,0.14205857895223134,0.5318302387267905,0.24933687002652521,0.2856666666666666,0.13700262091970458
146,131411170147,1314,2013-11-17,POR,118,TOR,110,0,0.5150918635170603,0.18766404199475065,0.2932222222222222,0.1316493191261776,0.4572289156626506,0.23734939759036144,0.30899999999999994,0.13091901460392388
147,131411170148,1314,2013-11-17,MEM,97,SAC,86,0,0.4868603042876902,0.1964038727524205,0.2381111111111111,0.1475458559782609,0.46541353383458645,0.19849624060150375,0.23950000000000005,0.11808769502361753
148,131411170149,1314,2013-11-17,DET,99,LAL,114,1,0.4780701754385965,0.21929824561403508,0.31525,0.13096037609133648,0.4780793319415449,0.17014613778705637,0.23181818181818184,0.14089525166807024
